Ticker,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume
COO,15750000000.0,0.0003,0.034300000000000004,0.0525,0.0391,1.99,1.14,0.31,0.31,0.619,0.187,0.1057,May 29/a,78.75,-0.0069,596869.0
COP,107810000000.0,0.0373,0.0866,0.1661,0.1076,1.27,1.13,0.36,0.36,0.2933,0.2365,0.1661,May 08/b,85.4,-0.0085,2707210.0
COR,56730000000.0,0.0075,0.025099999999999997,1.6158000000000001,0.2091,0.87,0.52,7.0,7.76,0.0294,0.0103,0.0055000000000000005,May 07/b,292.68,0.0089,459976.0
COST,449940000000.0,0.0046,0.1092,0.3289,0.2267,1.0,0.49,0.31,0.32,0.1267,0.0369,0.028900000000000002,May 29/a,1014.1,-0.004,656258.0
CP,75070000000.0,0.0075,0.040999999999999995,0.0762,0.043899999999999995,0.81,0.7,0.44,0.47,0.391,0.3663,0.2579,Apr 30/a,80.68,0.0034999999999999996,882060.0
CPNG,49840000000.0,,0.0166,0.060599999999999994,0.0344,1.16,0.9,0.7,0.93,0.293,0.014199999999999999,0.008199999999999999,May 06/a,27.45,0.0062,3615099.0
CPRT,52070000000.0,,0.1672,0.18539999999999998,0.1668,7.98,7.91,0.01,0.01,0.44,0.358,0.3221,May 22/a,53.9,-0.1114,12827675.0
CPT,16000000000.0,0.037200000000000004,0.013000000000000001,0.024700000000000003,0.0149,,,0.72,0.81,0.2394,0.1917,0.0756,May 01/a,113.07,-0.0116,656617.0
CRBG,17450000000.0,0.0305,0.0019,0.0584,0.0297,,,0.94,1.03,,0.0795,0.0438,May 05/a,31.75,0.0032,1399591.0
CRDO,10420000000.0,,0.0078000000000000005,0.0089,0.008100000000000001,7.67,7.01,0.02,0.03,0.609,-0.0115,0.015600000000000001,Jun 02/a,61.36,0.0095,1021919.0
CRH,63750000000.0,0.015700000000000002,0.0661,0.1578,0.0891,1.63,1.07,0.72,0.8,0.3557,0.1366,0.0907,May 05/a,94.3,-0.009000000000000001,1755748.0
CRM,268399999999.99997,0.0046,0.0596,0.1026,0.0857,0.99,0.99,0.18,0.2,0.7067,0.2023,0.1635,May 28/a,279.73,-0.013000000000000001,2680635.0
CRWD,113800000000.0,,-0.0025,-0.0069,-0.0048,1.67,1.67,0.24,0.24,0.7484999999999999,-0.0297,-0.0049,Mar 04/a,456.89,0.028900000000000002,2481321.0
CRWV,50090000000.0,0.0002,,,,0.44,0.44,2.55,3.88,,,,May 14/a,104.35,0.04190000000000001,25369373.0
CSCO,249440000000.0,0.025699999999999997,0.08070000000000001,0.21359999999999998,0.1401,0.91,0.83,0.52,0.67,0.6356,0.21760000000000002,0.17600000000000002,May 14/a,62.99,-0.0058,6024408.0
CSGP,31220000000.0,,0.012,0.0147,0.012199999999999999,6.01,6.01,0.13,0.13,0.7753,-0.0021,0.0417,Apr 29/a,74.0,-0.0018,635301.0
CSX,57910000000.0,0.0163,0.0753,0.2613,0.1038,0.88,0.75,1.56,1.61,0.3529,0.3529,0.2266,Apr 16/a,30.83,0.006,9187583.0
CTAS,89830000000.0,0.0060999999999999995,0.1906,0.40149999999999997,0.2612,1.11,0.89,0.48,0.59,0.4826,0.22769999999999999,0.1747,Mar 26/b,222.46,0.0036,473842.0
CTRA,18700000000.0,0.0365,0.0572,0.094,0.0689,0.9,0.86,0.31,0.32,0.3443,0.2915,0.21239999999999998,May 05/a,24.5,0.0034999999999999996,2024844.0
CTSH,39090000000.0,0.0158,0.12279999999999999,0.1661,0.1483,2.22,2.22,0.07,0.08,0.3151,0.1533,0.1173,Apr 30/a,79.29,-0.0076,1064587.0
CTVA,47090000000.0,0.0102,0.026600000000000002,0.0466,0.0437,1.44,1.0,0.07,0.17,0.40880000000000005,0.1346,0.0677,May 07/a,69.04,0.006500000000000001,763071.0
CVE,24630000000.0,0.0416,0.051,0.095,0.0725,1.46,0.84,0.33,0.36,0.0955,0.0818,0.0516,May 08/b,13.51,0.0139,7133878.0
CVNA,65540000000.00001,,0.050199999999999995,0.4439,0.0555,3.81,2.7,3.77,4.11,0.20550000000000002,0.085,0.0268,May 07/a,306.08,0.0127,1336592.0
CVS,76350000000.0,0.0385,0.0209,0.07,0.0351,0.82,0.63,0.96,1.06,0.1402,0.0305,0.0139,May 01/b,60.35,0.0022,3798722.0
CVX,237530000000.0,0.050300000000000004,0.0605,0.1011,0.08960000000000001,1.08,0.82,0.17,0.2,0.1411,0.08900000000000001,0.08109999999999999,May 02/b,136.01,0.0053,3516482.0
CX,10800000000.0,0.018600000000000002,0.0287,0.0658,0.0906,0.85,0.6,0.21,0.23,0.316,0.1085,0.08839999999999999,Apr 28/b,7.14,0.0207,9779215.0
D,47930000000.0,0.0475,0.0218,0.08220000000000001,0.0334,0.73,0.53,1.46,1.61,0.5813,0.28809999999999997,0.1509,May 01/b,56.2,0.0097,3089934.0
DAL,31360000000.0,0.011200000000000002,0.0481,0.2752,0.1075,0.38,0.33,1.2,1.44,0.1777,0.09609999999999999,0.0591,Apr 09/b,48.03,-0.0098,4221101.0
DASH,87130000000.0,,0.0271,0.0441,0.0383,1.7,1.7,0.05,0.06,0.4411,0.018000000000000002,0.0302,May 06/b,205.63,0.023700000000000002,1881564.0
DB,53160000000.0,0.0414,0.0032,0.0668,0.0225,5.35,,1.94,2.23,,0.11560000000000001,0.06860000000000001,Apr 29/b,27.38,-0.0381,3061639.0
DD,28220000000.0,0.024,0.0004,0.0006,-0.0026,1.4,0.91,0.25,0.33,0.3233,0.1572,-0.006,May 02/b,67.44,-0.0084,714227.0
DDOG,39670000000.0,,0.0327,0.06480000000000001,0.04019999999999999,2.71,2.71,0.41,0.64,0.8011,0.0105,0.058499999999999996,May 06/b,114.86,-0.006999999999999999,1345196.0
DE,138770000000.0,0.0118,0.0533,0.2407,0.0842,0.73,0.52,1.76,2.73,0.44179999999999997,0.2245,0.124,May 15/b,511.3,-0.0084,399370.0
DECK,15480000000.0,,0.2854,0.4182,0.3532,3.72,3.07,0.09,0.11,0.5787,0.23629999999999998,0.1938,May 22/a,102.01,-0.191,14170678.0
DELL,76640000000.0,0.0184,0.0553,,0.2429,0.69,0.55,,,0.218,0.0699,0.046799999999999994,May 29/a,112.13,0.0016,2246123.0
DEO,60760000000.0,0.037599999999999995,0.0768,0.3583,0.1219,1.6,0.67,1.87,2.11,0.6045,0.2874,0.1779,Feb 04/b,109.36,-0.013500000000000002,604975.0
DFS,50340000000.0,0.013999999999999999,0.0317,0.2829,0.1617,0.49,,0.53,0.77,,0.2717,0.1997,Apr 23/a,200.05,0.0,0.0
DG,22350000000.0,0.023700000000000002,0.0347,0.1589,0.049100000000000005,1.19,0.21,2.09,2.36,0.272,0.042199999999999994,0.0277,Jun 03/b,101.6,0.0095,947448.0
DGX,19050000000.0,0.0178,0.06,0.1335,0.0669,1.44,1.31,0.92,0.95,0.3171,0.1438,0.08779999999999999,Apr 22/b,170.65,0.0060999999999999995,481738.0
DHI,36390000000.0,0.0134,0.1225,0.1783,0.14029999999999998,10.39,1.07,0.26,0.27,0.255,0.157,0.1215,Apr 17/b,118.45,-0.0038,1135658.0
DHR,132250000000.0,0.0066,0.0463,0.0722,0.056299999999999996,1.43,1.05,0.31,0.35,0.598,0.2167,0.15810000000000002,Apr 22/b,184.79,-0.0143,1592456.0
DIS,197910000000.0,0.0076,0.045599999999999995,0.0875,0.0633,0.64,0.58,0.35,0.41,0.31379999999999997,0.1418,0.09519999999999999,May 07/b,110.09,-0.009399999999999999,3815862.0
DKNG,31110000000.0,,-0.0959,-0.4678,-0.1433,1.2,1.2,2.19,2.2,0.3833,-0.0947,-0.0797,May 08/a,34.98,0.0031,3392206.0
DKS,13490000000.0,0.0287,0.1082,0.4008,0.16219999999999998,1.76,0.67,1.25,1.4,0.359,0.1139,0.0867,May 28/b,168.54,-0.022400000000000003,996703.0
DLR,56820000000.0,0.028999999999999998,0.0098,0.021400000000000002,0.0101,,,0.81,0.86,0.23370000000000002,0.1441,0.0693,Apr 24/a,168.71,0.0046,566578.0
DLTR,18630000000.0,,0.0524,0.1888,-0.3077,1.06,0.75,1.48,1.97,0.3458,0.0541,-0.1099,Jun 04/b,88.65,-0.0147,1044687.0
DOC,11940000000.0,0.0733,0.0138,0.0326,0.016399999999999998,,,1.07,1.12,0.2095,0.1751,0.09949999999999999,Apr 24/a,16.8,-0.0015,2485254.0
DOCU,17260000000.0,,0.30579999999999996,0.6818000000000001,0.5065999999999999,0.79,0.79,0.05,0.06,0.787,0.0771,0.35869999999999996,Jun 05/a,85.22,-0.0151,617193.0
DOV,24360000000.0,0.0118,0.08710000000000001,0.1745,0.2364,2.13,1.56,0.36,0.42,0.3901,0.1707,0.28850000000000003,Apr 24/b,177.66,-0.012199999999999999,471018.0
DOW,19990000000.0,0.09880000000000001,0.0048,0.016,0.0083,1.54,0.9,1.01,1.07,0.0891,0.0349,0.0066,Apr 24/b,28.28,-0.013600000000000001,3891643.0
DRI,23840000000.0,0.0277,0.08839999999999999,0.48219999999999996,0.10800000000000001,0.39,0.24,3.43,3.56,0.1732,0.1175,0.08960000000000001,Mar 20/b,203.72,-0.0008,352971.0
DT,16010000000.000002,,0.1281,0.2086,0.18030000000000002,1.32,1.32,0.02,0.03,0.8035,0.1056,0.2847,May 14/b,53.47,-0.0134,925441.0
DTE,28260000000.0,0.032400000000000005,0.0321,0.1328,0.0453,0.87,0.59,1.84,1.97,0.17379999999999998,0.136,0.1151,May 01/b,136.18,0.0116,327425.0
DTM,10560000000.0,0.0317,0.0387,0.08289999999999999,0.045599999999999995,0.82,0.82,0.72,0.74,0.5307,0.4914,0.3496,Apr 30/b,103.9,0.0177,218675.0
DUK,90280000000.0,0.0369,0.026000000000000002,0.09480000000000001,0.0353,0.77,0.5,1.59,1.73,0.3178,0.26899999999999996,0.15,May 06/b,116.15,0.005,1179227.0
DUOL,23700000000.0,,0.0783,0.1206,0.102,2.68,2.68,0.06,0.06,0.7155,0.0873,0.1193,May 01/a,521.36,0.0069,263884.0
DVN,19950000000.0,0.033,0.0998,0.20879999999999999,0.12119999999999999,1.08,0.99,0.58,0.62,0.2797,0.24850000000000003,0.1686,May 06/a,31.06,-0.0025,3311010.0
DXCM,33200000000.000004,,0.0809,0.2372,0.1478,1.5,1.32,0.6,1.14,0.5943,0.1525,0.129,May 01/a,84.67,-0.0019,828812.0
EA,36910000000.0,0.0045000000000000005,0.08689999999999999,0.1613,0.1378,0.95,0.95,0.27,0.35,0.7851,0.2164,0.1506,May 06/a,147.19,0.0038,949085.0
EBAY,33200000000.000004,0.0159,0.1014,0.36479999999999996,0.18539999999999998,1.17,1.17,1.22,1.45,0.7175,0.24539999999999998,0.1971,Apr 30/a,72.05,-0.0014000000000000002,1905041.0
EBR,14460000000.0,0.037200000000000004,0.0345,0.0858,0.0571,2.29,2.27,0.54,0.64,0.43810000000000004,0.3467,0.23670000000000002,May 14/a,7.34,-0.0007000000000000001,818772.0
EC,17520000000.0,0.1152,0.0464,0.1864,0.07769999999999999,1.33,1.1,1.36,1.53,0.3077,0.2403,0.1075,May 06/a,8.52,0.0059,773912.0
ECL,73790000000.0,0.01,0.09630000000000001,0.2462,0.1277,1.32,0.98,0.86,0.94,0.4371,0.1691,0.1341,May 08/b,260.27,0.0023,275800.0
ED,37360000000.0,0.033,0.0275,0.0833,0.0387,1.28,1.19,1.05,1.1,0.6369,0.17850000000000002,0.1198,May 01/a,103.69,0.0026,599387.0
EFX,32670000000.0,0.006999999999999999,0.0508,0.1283,0.0658,0.85,0.85,0.87,1.0,0.43700000000000006,0.1923,0.10679999999999999,Apr 22/b,263.04,-0.0014000000000000002,221066.0
EIX,21760000000.0,0.0582,0.0331,0.1793,0.051500000000000004,0.96,0.89,2.19,2.38,0.2504,0.2053,0.1575,May 13/a,56.56,0.006,583830.0
EL,22770000000.0,0.026000000000000002,-0.0409,-0.1727,-0.0654,1.41,1.02,2.07,2.16,0.7376999999999999,0.08070000000000001,-0.0591,May 01/b,63.31,-0.0173,1277415.0
ELS,12700000000.0,0.0325,0.0649,0.22870000000000001,0.07400000000000001,,,1.83,1.83,0.37939999999999996,0.3387,0.23800000000000002,Apr 21/a,63.4,0.0002,406447.0
ELV,83980000000.0,0.0182,0.051100000000000007,0.1424,0.08380000000000001,1.43,,0.66,0.71,,0.0482,0.0323,Apr 22/b,371.72,-0.0333,1411109.0
EMR,66220000000.0,0.0181,0.0446,0.09820000000000001,0.0858,0.8,0.59,0.45,0.78,0.47130000000000005,0.18289999999999998,0.1361,May 07/b,117.72,0.0032,1498345.0
ENB,100020000000.0,0.058899999999999994,0.030699999999999998,0.0951,0.0368,0.73,0.66,1.42,1.51,0.3393,0.1794,0.0964,May 09/b,45.88,0.015600000000000001,1196806.0
ENTG,10900000000.0,0.005600000000000001,0.037000000000000005,0.08650000000000001,0.0398,3.26,1.95,1.08,1.08,0.4025,0.1684,0.09570000000000001,May 07/b,71.99,-0.016200000000000003,1259318.0
EOG,60150000000.0,0.035699999999999996,0.1324,0.209,0.1843,1.87,1.71,0.12,0.17,0.4341,0.3519,0.2588,May 02/b,110.2,-0.0053,1006007.0
EPD,67890000000.0,0.07,0.0789,0.20489999999999997,0.09910000000000001,0.86,0.64,1.02,1.11,0.12,0.1158,0.1027,Apr 29/b,31.3,-0.0029,1097603.0
EQH,15810000000.0,0.0199,0.0045000000000000005,0.5667,0.1747,5.66,,1.8,1.8,,0.151,0.0785,Apr 29/a,52.03,-0.0019,414840.0
EQNR,65010000000.00001,0.0636,0.0637,0.18280000000000002,0.12789999999999999,1.37,1.27,0.5,0.65,0.2964,0.2848,0.0821,Apr 30/b,23.77,0.011699999999999999,1226078.0
EQR,26490000000.0,0.0408,0.0493,0.0901,0.0518,,,0.74,0.74,0.3029,0.2858,0.33240000000000003,Apr 29/a,67.64,-0.0097,533242.0
EQT,33409999999.999996,0.0113,0.0113,0.0206,0.0128,0.57,0.57,0.39,0.41,0.2788,0.1673,0.0583,Apr 22/a,55.81,0.0022,2612302.0
ERIC,26620000000.0,0.036699999999999997,0.005600000000000001,0.0167,0.013000000000000001,1.09,0.88,0.41,0.49,0.4621,0.10679999999999999,0.0067,Apr 15/b,8.67,-0.011399999999999999,19746824.0
ES,23180000000.0,0.04769999999999999,0.0143,0.056299999999999996,0.020099999999999996,0.75,0.66,1.73,1.92,0.301,0.21960000000000002,0.0663,May 01/a,63.09,0.0005,536694.0
ET,61450000000.0,0.0742,0.0404,0.1373,0.047599999999999996,1.12,0.92,1.71,1.72,0.12369999999999999,0.1091,0.0556,May 06/a,17.91,0.0014000000000000002,3909025.0
ETN,125800000000.0,0.0127,0.1013,0.2084,0.147,1.31,0.84,0.45,0.58,0.3843,0.198,0.1555,May 02/b,321.5,0.0013,723680.0
ETR,35500000000.0,0.031,0.021,0.08960000000000001,0.030699999999999998,0.79,0.51,1.83,2.01,0.2927,0.23989999999999997,0.1131,Apr 29/b,82.41,0.0139,591499.0
EVRG,15110000000.0,0.041100000000000005,0.0275,0.0895,0.0392,0.55,0.29,1.25,1.45,0.3268,0.25,0.1496,May 08/b,65.66,-0.0039000000000000003,574358.0
EW,43870000000.0,,0.1268,0.1673,0.08220000000000001,4.45,3.66,0.07,0.07,0.7859,0.2692,0.1603,Apr 23/a,74.79,0.0,1947234.0
EWBC,12480000000.0,0.026099999999999998,0.0159,0.1566,0.1013,0.14,,0.46,0.49,,0.335,0.2614,Apr 22/a,90.54,-0.0045000000000000005,152957.0
EXAS,10720000000.0,,-0.16870000000000002,-0.3689,-0.2082,2.73,2.38,1.04,1.06,0.6957,-0.0675,-0.36060000000000003,May 01/a,56.81,0.0058,1130641.0
EXC,43860000000.0,0.0373,0.0255,0.10099999999999999,0.037000000000000005,1.09,0.98,1.66,1.76,0.2646,0.1997,0.1143,May 01/b,43.45,0.0007000000000000001,3368737.0
EXE,27510000000.0,0.0202,-0.0471,-0.071,-0.0441,0.59,0.59,0.3,0.31,0.2377,0.0173,-0.1512,Apr 29/a,115.59,0.0105,564378.0
EXEL,11610000000.0,,0.22820000000000001,0.30219999999999997,0.2776,3.5,3.44,0.09,0.09,0.9678,0.3543,0.2799,May 13/a,42.56,-0.006999999999999999,1001935.0
EXPD,15420000000.0,0.0149,0.1827,0.377,0.3055,1.69,1.69,0.21,0.26,0.1493,0.0978,0.0764,May 06/b,112.63,-0.009300000000000001,467086.0
EXPE,20280000000.0,0.0066,0.046,1.1916,0.2018,0.73,0.73,4.4,6.03,0.8340000000000001,0.1134,0.0848,May 08/a,159.55,-0.0073,700624.0
EXR,32240000000.000004,0.0451,0.0323,0.0646,0.0342,,,0.92,0.95,0.33149999999999996,0.2995,0.2779,Apr 29/a,145.48,0.0048,166273.0
F,41220000000.0,0.06559999999999999,0.018000000000000002,0.11470000000000001,0.034,1.13,0.97,2.3,3.53,0.0788,0.0219,0.0274,May 05/a,10.36,-0.0072,52563119.0
FANG,39720000000.0,0.0291,0.0793,0.1426,0.0768,0.86,0.83,0.34,0.36,0.4382,0.4096,0.30670000000000003,May 05/a,135.94,-0.0026,741482.0
FAST,46880000000.0,0.021400000000000002,0.24489999999999998,0.3235,0.2872,4.28,2.14,0.09,0.13,0.42810000000000004,0.1989,0.15130000000000002,Apr 11/b,40.87,0.0037,1633572.0
FCX,55620000000.0,0.0155,0.0318,0.10099999999999999,0.0658,2.32,1.13,0.5,0.53,0.2736,0.2494,0.07150000000000001,Apr 24/b,38.73,0.0273,8676620.0
FDX,51970000000.0,0.0252,0.045700000000000005,0.1474,0.0646,1.24,1.19,1.27,1.39,0.21420000000000003,0.0688,0.044500000000000005,Mar 20/a,216.9,-0.0087,622614.0
FE,24180000000.0,0.0425,0.0209,0.08689999999999999,0.0321,0.42,0.34,1.69,1.97,0.2693,0.1804,0.07780000000000001,Apr 23/a,41.89,-0.0023,1476406.0
FERG,35440000000.0,0.0172,0.1018,0.3007,0.1534,1.82,0.98,0.95,1.1,0.2917,0.0848,0.054900000000000004,Jun 03/b,178.37,-0.0052,663013.0
FHN,10050000000.0,0.030299999999999997,0.0098,0.0909,0.0735,0.22,,0.19,0.63,,0.20629999999999998,0.15560000000000002,Apr 16/b,19.81,0.0023,2342260.0
FI,88150000000.0,,0.0375,0.1188,0.061399999999999996,1.1,1.1,1.04,1.1,0.6097,0.2933,0.1568,Apr 24/b,159.0,-0.014499999999999999,3533836.0
FIS,41150000000.0,0.0213,0.0253,0.0525,0.0368,0.63,0.63,0.57,0.8,0.3713,0.2324,0.0857,May 06/b,78.32,-0.0002,632832.0
FITB,24870000000.0,0.0405,0.0108,0.11710000000000001,0.0616,0.21,,0.71,0.99,,0.2525,0.1573,Apr 17/b,37.26,-0.0068000000000000005,1398040.0
FLEX,15400000000.0,,0.045700000000000005,0.1623,0.10550000000000001,1.3,0.79,0.59,0.86,0.0855,0.050499999999999996,0.0325,May 07/b,41.26,-0.0043,1080580.0
FLUT,42690000000.0,,0.0212,0.053899999999999997,0.030600000000000002,0.95,0.95,0.73,0.75,0.4755,0.0801,0.0365,May 07/a,241.63,0.014499999999999999,514391.0
FNF,14830000000.0,0.0355,0.013999999999999999,0.1472,0.0873,,,0.6,0.6,,0.1364,0.0839,May 07/a,54.01,0.0073,432424.0
FNV,32450000000.000004,0.009000000000000001,0.0971,0.10189999999999999,0.098,22.9,22.89,0.0,0.0,0.6984,0.6653,0.5041,May 08/a,168.41,0.026699999999999998,268821.0
FOX,23550000000.0,0.0109,0.0827,0.1689,0.0983,2.45,2.33,0.65,0.7,0.32170000000000004,0.19030000000000002,0.1158,May 12/b,50.27,-0.0048,314752.0
FOXA,23560000000.0,0.01,0.0827,0.1689,0.0983,2.45,2.33,0.65,0.7,0.32170000000000004,0.19030000000000002,0.1158,May 12/b,54.72,-0.0046,1214287.0
FSLR,17290000000.0,,0.1106,0.1677,0.147,1.93,1.39,0.05,0.08,0.4376,0.34630000000000005,0.29719999999999996,Apr 29/a,161.18,0.030899999999999997,2229573.0
FTAI,11680000000.0,0.0106,0.0192,0.6957,0.0072,3.95,2.59,128.58,128.58,0.32770000000000005,0.3172,0.0138,Apr 30/a,113.85,0.008100000000000001,399992.0
FTI,12430000000.0,0.0072,0.08689999999999999,0.2724,0.19390000000000002,1.07,0.82,0.39,0.6,0.1967,0.1142,0.0891,Apr 24/b,29.65,0.0029,1053277.0
FTNT,78900000000.0,,0.20800000000000002,2.0591,0.7642,1.36,1.29,0.25,0.51,0.8134,0.3136,0.306,May 07/a,103.08,-0.0052,1711501.0
FTV,23770000000.0,0.0045000000000000005,0.046,0.077,0.060599999999999994,0.97,0.76,0.29,0.38,0.5998,0.1894,0.129,May 01/b,69.93,-0.0031,1091173.0
FUTU,10600000000.0,,0.0425,0.20670000000000002,0.19260000000000002,,,0.0,0.31,0.9390999999999999,0.6063000000000001,0.40049999999999997,May 29/b,111.88,0.0039000000000000003,786655.0
FWONK,30890000000.0,,-0.0075,-0.012199999999999999,-0.008199999999999999,2.32,2.32,0.4,0.41,0.1884,0.066,-0.0242,May 07/b,97.36,0.0015,215026.0
GAP,10810000000.0,0.0223,0.0736,0.28809999999999997,0.1041,1.6,0.96,1.48,1.68,0.4118,0.0704,0.0559,May 29/a,28.69,-0.0067,4693197.0
GD,73750000000.0,0.0213,0.0711,0.18230000000000002,0.128,1.34,0.82,0.4,0.52,0.1543,0.10220000000000001,0.0808,Apr 23/b,274.77,-0.008199999999999999,309025.0
GDDY,26220000000.0,,0.0955,2.457,0.1864,0.56,0.56,19.27,19.46,0.5971,0.21109999999999998,0.16219999999999998,May 01/a,183.99,0.0001,292605.0
GE,248650000000.0,0.006,0.0479,0.2809,0.1855,1.08,0.77,0.95,1.08,0.3818,0.18600000000000003,0.1757,Apr 22/b,233.17,0.0126,2184268.0
GEHC,31460000000.0,0.0012,0.0664,0.2632,0.1343,0.94,0.72,0.77,1.0,0.4157,0.14880000000000002,0.1103,Apr 30/b,68.71,-0.0104,1031534.0
GEN,17140000000.0,0.0195,0.041100000000000005,0.28800000000000003,0.0626,0.51,0.51,3.53,3.66,0.7585999999999999,0.4117,0.1634,May 06/a,27.63,-0.0045000000000000005,1884588.0
GEV,127680000000.0,0.0018,0.038900000000000004,0.2202,0.2249,1.02,0.76,0.0,0.0,0.185,0.031200000000000002,0.0542,Apr 23/b,467.81,0.0196,2065686.0
GFI,20680000000.0,0.0449,0.1336,0.2535,0.1671,1.13,0.72,0.41,0.57,0.4289,0.3834,0.2389,Feb 20/b,23.1,0.0483,1700678.0
GFL,18000000000.0,0.001,-0.0385,-0.1002,-0.1641,0.82,0.82,0.91,0.93,0.193,0.059000000000000004,-0.3196,Apr 30/a,49.08,0.0059,288975.0
GFS,20150000000.0,,-0.0108,-0.0169,-0.015,2.51,1.77,0.14,0.15,0.2377,0.1079,-0.0277,May 06/b,36.44,-0.0277,485558.0
GILD,133440000000.0,0.0301,0.1058,0.3251,0.1444,1.37,1.23,1.16,1.3,0.7825,0.3801,0.2079,Apr 24/a,107.27,0.005,2309312.0
GIS,29110000000.0,0.0449,0.0805,0.2737,0.12119999999999999,0.67,0.44,1.28,1.53,0.3563,0.1858,0.1303,Mar 19/b,53.17,-0.0033,1874396.0
GLPI,12690000000.0,0.0664,0.06480000000000001,0.1858,0.0679,,,1.71,1.71,0.8098000000000001,0.7273999999999999,0.4996,Apr 24/a,46.18,0.0033,399736.0
GLW,41470000000.0,0.024,0.0165,0.0414,0.0245,1.69,1.05,0.73,0.76,0.3218,0.1213,0.0334,Apr 29/b,48.41,-0.0028000000000000004,1553927.0
GM,47010000000.0,0.0115,0.0208,0.0888,0.0471,1.21,1.04,1.5,2.06,0.1211,0.0658,0.04019999999999999,Apr 29/b,48.9,-0.0078000000000000005,2330180.0
GMAB,12730000000.0,,0.1907,0.22690000000000002,0.2091,5.34,5.32,0.02,0.03,0.9512,0.3328,0.35109999999999997,May 08/a,20.7,-0.0155,582675.0
GME,14450000000.0,,0.0298,0.04190000000000001,0.0253,8.05,7.33,0.05,0.08,0.2914,-0.006,0.034300000000000004,Mar 25/a,32.31,0.047,20852380.0
GOOG,2067840000000.0002,0.0031,0.2515,0.3479,0.3002,1.77,1.77,0.07,0.08,0.5854,0.326,0.3089,Apr 24/a,171.01,-0.005600000000000001,13787022.0
GOOGL,2066420000000.0,0.0029,0.2515,0.3479,0.3002,1.77,1.77,0.07,0.08,0.5854,0.326,0.3089,Apr 24/a,169.79,-0.0063,20982369.0
GPC,17510000000.0,0.0326,0.044500000000000005,0.19190000000000002,0.0872,1.15,0.52,1.19,1.37,0.3475,0.0594,0.036000000000000004,Apr 22/b,126.17,-0.005699999999999999,304748.0
GPN,18150000000.0,0.014499999999999999,0.031400000000000004,0.0703,0.04190000000000001,0.94,0.94,0.67,0.76,0.6277,0.2228,0.1548,May 06/b,74.4,-0.0174,636833.0
GRAB,20310000000.0,,0.0027,0.0038,0.0036,2.49,2.46,0.04,0.06,0.42479999999999996,-0.0031,0.008199999999999999,Apr 30/b,4.99,0.005,8527427.0
GRMN,38690000000.0,0.0171,0.1594,0.19039999999999999,0.1765,4.08,2.89,0.02,0.02,0.5859000000000001,0.2525,0.22760000000000002,Apr 30/b,200.94,-0.0032,237841.0
GS,184170000000.0,0.0209,0.0086,0.1226,0.0358,1.17,,2.18,5.36,,0.1533,0.1128,Apr 14/b,600.2,0.0033,853701.0
GSK,78580000000.0,0.044800000000000006,0.052300000000000006,0.22260000000000002,0.1007,0.87,0.58,1.16,1.3,0.7184,0.1802,0.0989,Apr 30/b,38.78,-0.0034999999999999996,1865379.0
H,12220000000.0,0.005,0.0617,0.2231,0.1041,,,1.2,1.33,0.1457,0.0705,0.1191,May 01/b,127.96,0.0033,186498.0
HAL,17059999999.999998,0.0348,0.0842,0.20989999999999998,0.11470000000000001,1.98,1.46,0.76,0.83,0.18170000000000003,0.16570000000000001,0.0931,Apr 22/b,19.84,-0.0058,4072523.0
HBAN,22400000000.0,0.0412,0.0102,0.10300000000000001,0.049800000000000004,0.12,,0.89,0.92,,0.2084,0.1605,Apr 17/b,15.38,-0.0033,15656697.0
HCA,90540000000.0,0.0078000000000000005,0.099,,0.1467,1.19,1.06,,,0.1515,0.1515,0.08070000000000001,Apr 25/b,376.36,-0.0007000000000000001,448358.0
HD,361280000000.0,0.0253,0.1641,2.9951999999999996,0.2323,1.09,0.28,6.92,7.7,0.3141,0.1324,0.0898,May 20/b,363.48,-0.0072,1152362.0
HDB,188800000000.0,0.0111,0.0168,0.1451,0.061900000000000004,0.27,,1.22,1.22,,0.2043,0.1503,Apr 19/a,73.96,0.0171,847505.0
HES,40450000000.0,0.0154,0.0859,0.2082,0.1079,1.08,0.91,0.79,0.82,0.3829,0.3318,0.1782,Apr 30/b,130.79,0.0059,704134.0
HIG,36640000000.0,0.0161,0.040999999999999995,0.18489999999999998,0.1399,0.31,,0.26,0.26,,0.1456,0.11019999999999999,Apr 24/a,128.96,-0.0007000000000000001,684511.0
HIMS,12180000000.0,,0.24539999999999998,0.3679,0.27,1.59,1.32,0.11,0.12,0.6819,0.06480000000000001,0.09210000000000002,May 05/a,54.4,0.016399999999999998,17472721.0
HLN,50240000000.0,0.0167,0.042699999999999995,0.08900000000000001,0.0593,0.98,0.78,0.53,0.63,0.6323,0.2232,0.1284,Feb 27/b,11.14,0.0072,14055966.0
HLT,58320000000.0,0.0025,0.09820000000000001,,0.2253,,,,,0.2579,0.21030000000000001,0.139,Apr 29/b,245.34,-0.0053,443535.0
HMC,42640000000.0,0.051100000000000007,0.027000000000000003,0.0654,0.042199999999999994,1.36,1.07,0.56,0.93,0.215,0.0557,0.0382,May 13/a,29.43,-0.003,186448.0
