Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
CRDO,10420000000.0,4478.83,53.1,27.63,31.81,16.84,27.48,,5.9073,0.8588,,1.6208,0.4205,61.36,0.0095,1021919.0
CRH,63750000000.0,19.96,14.74,2.28,1.78,3.02,19.02,27.27,0.0479,0.114,0.18510000000000001,0.0877,0.049100000000000005,94.3,-0.009000000000000001,1755748.0
CRM,268399999999.99997,43.98,22.31,3.5,7.08,4.4,19.13,21.59,0.0951,0.12240000000000001,1.1211,0.1258,0.1744,279.73,-0.013000000000000001,2680635.0
CRWD,113800000000.0,,99.1,,28.78,34.53,26.32,106.56,-0.1114,0.3201,0.34759999999999996,0.1664,0.5355,456.89,0.028900000000000002,2481321.0
CRWV,50090000000.0,,,,,23.84,26.35,,-2.7883999999999998,0.7975,,,10.4145,104.35,0.04190000000000001,25369373.0
CSCO,249440000000.0,25.82,15.68,4.97,4.48,5.43,14.55,19.48,0.015700000000000002,0.0601,-0.0054,0.0519,0.009000000000000001,62.99,-0.0058,6024408.0
CSGP,31220000000.0,257.5,54.88,7.51,11.1,3.66,7.68,140.77,0.0318,0.6258,-0.1693,0.34299999999999997,0.1438,74.0,-0.0018,635301.0
CSX,57910000000.0,18.37,16.02,3.94,4.05,4.76,50.48,21.49,-0.09519999999999999,0.162,0.0512,0.0466,0.047,30.83,0.006,9187583.0
CTAS,89830000000.0,51.61,45.91,4.29,8.86,19.55,369.0,49.17,0.15869999999999998,0.1042,0.13699999999999998,0.1204,0.0694,222.46,0.0036,473842.0
CTRA,18700000000.0,14.3,7.78,0.51,3.09,1.32,84.6,14.83,0.6547,0.1326,-0.016200000000000003,0.2783,0.494,24.5,0.0034999999999999996,2024844.0
CTSH,39090000000.0,16.69,14.61,2.23,1.95,2.62,19.62,18.32,0.0677,0.0702,0.065,0.075,0.0339,79.29,-0.0076,1064587.0
CTVA,47090000000.0,42.09,19.67,2.63,2.8,1.94,20.51,22.4,0.1606,0.1769,,0.1603,0.042300000000000004,69.04,0.006500000000000001,763071.0
CVE,24630000000.0,12.63,12.37,0.63,0.63,1.19,12.81,10.01,-0.1328,0.07,-0.018500000000000003,0.1989,0.4985,13.51,0.0139,7133878.0
CVNA,65540000000.00001,107.16,52.29,1.94,4.42,27.35,27.55,69.07,1.4766,0.22769999999999999,,0.5512,0.3669,306.08,0.0127,1336592.0
CVS,76350000000.0,14.42,8.55,1.05,0.2,0.99,6.0,12.85,0.1284,0.1542,-0.0637,0.1379,0.0779,60.35,0.0022,3798722.0
CVX,237530000000.0,15.59,14.15,2.12,1.23,1.59,47.81,16.96,-0.2262,0.2361,0.445,0.07339999999999999,0.13140000000000002,136.01,0.0053,3516482.0
CX,10800000000.0,7.4,9.71,0.6,0.67,0.8,9.16,16.42,0.3134,-0.0814,0.6047,0.12279999999999999,0.044500000000000005,7.14,0.0207,9779215.0
D,47930000000.0,21.09,15.72,1.86,3.22,1.82,100.48,,0.2234,0.0553,0.0801,0.11320000000000001,0.0021,56.2,0.0097,3089934.0
DAL,31360000000.0,8.51,7.15,1.08,0.51,2.03,8.25,11.1,-0.1213,0.2407,-0.0608,0.079,0.2028,48.03,-0.0098,4221101.0
DASH,87130000000.0,268.87,57.41,1.66,7.75,10.38,14.48,48.17,6.4742,0.6524,,1.6209,0.7709999999999999,205.63,0.023700000000000002,1881564.0
DB,53160000000.0,11.56,7.66,0.87,0.76,0.74,,,0.18780000000000002,0.1104,,0.13269999999999998,0.1344,27.38,-0.0381,3061639.0
DD,28220000000.0,,14.34,,2.25,1.24,15.97,25.31,0.053,0.0974,0.20199999999999999,0.0895,-0.0935,67.44,-0.0084,714227.0
DDOG,39670000000.0,248.83,55.29,16.22,13.99,13.58,8.91,44.05,-0.0642,0.2198,,0.1534,0.5057,114.86,-0.006999999999999999,1345196.0
DE,138770000000.0,24.73,23.11,36.37,3.04,6.17,14.98,32.03,-0.2656,0.17600000000000002,0.20350000000000001,0.0068000000000000005,0.0691,511.3,-0.0084,399370.0
DECK,15480000000.0,16.1,15.09,2.21,3.11,5.88,8.2,15.42,-0.0338,0.10490000000000001,0.316,0.0729,0.1916,102.01,-0.191,14170678.0
DELL,76640000000.0,18.03,10.73,1.56,0.8,,20.4,41.0,0.1399,0.12619999999999998,0.0111,0.11560000000000001,0.0127,112.13,0.0016,2246123.0
DEO,60760000000.0,16.94,16.19,120.99,3.01,5.9,30.44,22.31,-0.1027,0.0506,0.005,0.0014000000000000002,0.0466,109.36,-0.013500000000000002,604975.0
DFS,50340000000.0,10.69,12.34,16.97,2.14,2.81,,5.96,-0.1725,0.1057,0.14279999999999998,0.0063,0.121,200.05,0.0,0.0
DG,22350000000.0,19.87,16.39,3.36,0.55,3.01,23.96,13.25,-0.053399999999999996,0.10640000000000001,-0.0508,0.0591,0.0816,101.6,0.0095,947448.0
DGX,19050000000.0,21.57,16.23,2.61,1.88,2.76,101.34,18.04,0.08650000000000001,0.0836,0.0404,0.0827,0.056799999999999996,170.65,0.0060999999999999995,481738.0
DHI,36390000000.0,8.96,9.57,12.62,1.03,1.5,14.45,13.33,-0.1998,0.0785,0.2731,0.0070999999999999995,0.1649,118.45,-0.0038,1135658.0
DHR,132250000000.0,35.83,21.56,4.35,5.55,2.6,66.36,26.98,0.028999999999999998,0.1134,0.09029999999999999,0.0824,0.0733,184.79,-0.0143,1592456.0
DIS,197910000000.0,22.49,17.39,1.75,2.11,1.9,33.82,18.16,0.1607,0.09720000000000001,-0.1636,0.1284,0.0594,110.09,-0.009399999999999999,3815862.0
DKNG,31110000000.0,,24.14,,6.22,19.89,27.37,86.56,1.3463999999999998,2.9843,-0.0636,,0.7349,34.98,0.0031,3392206.0
DKS,13490000000.0,11.99,11.13,2.47,1.0,4.23,7.98,26.49,0.0088,0.0682,0.3329,0.048600000000000004,0.09380000000000001,168.54,-0.022400000000000003,996703.0
DLR,56820000000.0,156.84,105.15,18.24,10.09,2.76,24.47,,-0.11289999999999999,0.1234,-0.0728,0.086,0.1184,168.71,0.0046,566578.0
DLTR,18630000000.0,,14.74,,0.68,4.79,14.83,11.92,0.0344,0.1399,,0.0955,-0.034300000000000004,88.65,-0.0147,1044687.0
DOC,11940000000.0,42.33,53.03,,4.27,1.43,86.12,10.86,-0.3197,0.2933,0.5284,-0.0101,0.1725,16.8,-0.0015,2485254.0
DOCU,17260000000.0,16.67,22.19,2.32,5.8,8.62,17.89,18.75,-0.0174,0.1007,,0.0718,0.2623,85.22,-0.0151,617193.0
DOV,24360000000.0,10.7,17.37,1.09,3.06,3.41,13.49,42.95,0.12619999999999998,0.09539999999999998,0.3335,0.0983,0.021400000000000002,177.66,-0.012199999999999999,470017.0
DOW,20000000000.0,70.72,19.99,13.73,0.47,1.19,10.55,,-0.7014,1.7718,,0.051500000000000004,0.0212,28.3,-0.0131,3865558.0
DRI,23840000000.0,22.99,18.97,2.53,2.03,10.83,99.88,23.17,0.0694,0.1309,0.08380000000000001,0.0908,0.0705,203.73,-0.0007000000000000001,351592.0
DT,16000000000.0,33.5,29.68,2.28,9.42,6.11,14.37,36.93,0.1399,0.1366,,0.1469,0.25579999999999997,53.45,-0.0137,923008.0
DTE,28270000000.0,18.4,17.6,2.8,2.12,2.37,314.07,,0.0556,0.0735,0.014199999999999999,0.06559999999999999,0.0271,136.21,0.0118,325430.0
DTM,10570000000.0,28.44,21.68,2.1,10.12,2.28,127.3,11.64,0.2051,0.10550000000000001,0.027999999999999997,0.13570000000000002,0.0689,104.0,0.0187,217843.0
DUK,90260000000.0,19.37,17.28,2.9,2.92,1.82,175.61,,0.0724,0.062,0.0225,0.0667,0.041299999999999996,116.13,0.0048,1175495.0
DUOL,23660000000.0,259.97,117.27,5.14,29.17,26.45,23.68,80.04,0.5886,0.4861,,0.5055,0.6311,520.51,0.0052,263410.0
DVN,19920000000.0,7.06,7.33,1.87,1.2,1.37,16.14,,-0.1979,0.0942,,0.0377,0.41619999999999996,31.03,-0.0036,3305689.0
DXCM,33210000000.0,63.57,33.38,2.67,8.01,14.65,12.29,57.73,0.2345,0.2531,0.3906,0.2379,0.22460000000000002,84.68,-0.0017000000000000001,826614.0
EA,36890000000.0,34.73,16.43,2.68,4.96,5.81,16.41,19.86,0.16620000000000001,0.1107,-0.1624,0.1297,0.06709999999999999,147.12,0.0033,948380.0
EBAY,33189999999.999996,17.21,12.49,2.08,3.21,6.74,6.27,15.6,0.0935,0.08109999999999999,0.13570000000000002,0.0827,0.0418,72.03,-0.0017000000000000001,1903236.0
EBR,14460000000.0,9.63,7.74,0.48,1.94,0.83,2.69,6.91,0.2382,0.38060000000000005,-0.0209,0.201,0.0089,7.34,-0.0007000000000000001,818615.0
EC,17530000000.0,5.17,5.58,,0.56,0.95,5.21,2.4,-0.0779,-0.059500000000000004,-0.0192,-0.056299999999999996,0.1215,8.52,0.006500000000000001,773482.0
ECL,73830000000.0,35.42,30.84,2.65,4.71,8.32,63.5,49.12,0.1264,0.1272,0.067,0.13369999999999999,0.048,260.41,0.0029,275755.0
ED,37360000000.0,19.14,17.26,3.47,2.37,1.57,103.79,,0.042,0.068,0.051500000000000004,0.0552,0.0429,103.71,0.0028000000000000004,596872.0
EFX,32659999999.999996,53.7,28.19,2.9,5.7,6.56,167.32,40.38,0.0397,0.2309,,0.18510000000000001,0.10339999999999999,262.97,-0.0017000000000000001,220898.0
EIX,21750000000.0,8.02,9.22,0.83,1.26,1.45,15.79,,0.2278,0.013500000000000002,-0.0253,0.0967,0.0757,56.53,0.005600000000000001,582361.0
EL,22760000000.0,,28.76,,1.54,5.24,8.65,24.01,-0.4294,0.4888,-0.2584,0.0317,0.013500000000000002,63.27,-0.0179,1270734.0
ELS,12700000000.0,33.92,29.88,6.21,8.26,6.93,267.49,33.35,0.010700000000000001,0.0712,0.0489,0.0546,0.08410000000000001,63.41,0.0003,405211.0
ELV,83930000000.0,14.49,9.47,1.36,0.46,1.97,,22.84,0.044500000000000005,0.1371,0.0681,0.10640000000000001,0.1125,371.49,-0.0339,1406120.0
EMR,66209999999.99999,28.09,18.23,3.37,3.76,3.44,35.09,23.97,0.08900000000000001,0.0802,-0.016,0.0834,0.0018,117.7,0.003,1496582.0
ENB,100000000000.0,23.58,20.12,3.25,2.28,2.34,65.04,23.97,0.063,0.0848,-0.0298,0.0725,0.0333,45.87,0.0154,1195115.0
ENTG,10890000000.0,35.21,19.1,2.52,3.36,2.9,31.95,40.65,-0.036699999999999997,0.3037,0.0066,0.13970000000000002,0.16519999999999999,71.95,-0.0167,1251584.0
EOG,60120000000.0,10.22,10.44,5.04,2.56,2.06,9.11,10.91,-0.1873,0.1168,0.19030000000000002,0.0203,0.1729,110.15,-0.0058,1004646.0
EPD,67900000000.00001,11.76,10.39,2.19,1.2,2.35,63.52,17.7,0.045899999999999996,0.0707,0.051500000000000004,0.0538,0.1505,31.31,-0.0026,1085108.0
EQH,15810000000.0,14.14,6.38,0.8,1.06,17.83,,8.15,0.11869999999999999,0.22829999999999998,,0.1775,0.099,52.02,-0.0021,413672.0
EQNR,64980000000.00001,7.5,7.68,,0.61,1.41,2.62,8.77,-0.0696,0.0344,0.4131,-0.0004,0.2109,23.76,0.0113,1224718.0
EQR,26500000000.0,26.4,50.3,,8.85,2.33,664.95,20.84,-0.4253,-0.1427,0.0169,-0.1726,0.0204,67.65,-0.009399999999999999,531797.0
EQT,33450000000.000004,96.36,11.17,2.32,5.28,1.61,118.72,28.18,1.0846,0.491,,0.4154,0.299,55.88,0.0034000000000000002,2608687.0
ERIC,26610000000.0,187.55,14.54,,1.13,3.37,5.37,6.52,620.4155000000001,0.046,-0.6152000000000001,,-0.0032,8.66,-0.012,19744242.0
ES,23180000000.0,27.24,12.63,5.59,1.83,1.51,208.16,,0.0378,0.053099999999999994,-0.0421,0.0487,0.0733,63.1,0.0006,533758.0
ET,61450000000.0,13.48,11.5,1.55,0.75,1.96,133.87,10.02,0.1502,0.057300000000000004,-0.0073,0.08689999999999999,0.1417,17.91,0.0014000000000000002,3904202.0
ETN,125800000000.0,32.45,23.73,2.77,4.97,6.8,64.88,37.91,0.1125,0.1276,0.1257,0.11699999999999999,0.0363,321.49,0.0013,722408.0
ETR,35500000000.0,26.74,18.94,2.74,2.99,2.34,23.46,,0.0604,0.12390000000000001,-0.049400000000000006,0.0975,0.0273,82.4,0.0138,590738.0
EVRG,15110000000.0,17.3,15.36,2.94,2.58,1.52,299.2,,0.0603,0.0581,0.0629,0.0588,0.0276,65.67,-0.0038,572777.0
EW,43850000000.0,49.94,27.15,5.84,7.92,4.33,11.25,69.26,0.0163,0.1148,-0.0236,0.0855,0.049400000000000006,74.75,-0.0005,1946147.0
EWBC,12480000000.0,10.8,9.49,1.36,2.79,1.57,,8.63,0.0626,0.0775,0.1255,0.07919999999999999,0.19440000000000002,90.55,-0.0043,152583.0
EXAS,10710000000.0,,144.1,,3.79,4.47,13.63,55.19,0.9225,1.9099000000000002,-0.5424,,0.27390000000000003,56.8,0.005699999999999999,1128297.0
EXC,43860000000.0,16.12,15.39,2.58,1.85,1.59,27.72,,0.0795,0.046,-0.0404,0.062400000000000004,-0.0416,43.45,0.0006,3336142.0
EXE,27520000000.0,,9.81,,4.21,1.6,64.44,68.96,4.805899999999999,0.44020000000000004,0.38079999999999997,0.9649,0.0378,115.62,0.0108,563695.0
EXEL,11610000000.0,19.31,14.32,0.61,5.05,5.49,11.26,14.14,0.40399999999999997,0.2028,0.1155,0.3152,0.1834,42.57,-0.0068000000000000005,998726.0
EXPD,15430000000.0,18.71,20.65,15.85,1.4,6.74,11.7,20.15,-0.06709999999999999,0.0226,0.11019999999999999,0.0118,0.12279999999999999,112.68,-0.0089,466792.0
EXPE,20270000000.0,18.78,9.53,0.99,1.47,18.91,2.49,8.5,0.1686,0.1827,0.1887,0.1905,0.1217,159.43,-0.008,699239.0
EXR,32229999999.999996,33.82,30.81,4.35,9.84,2.22,269.61,18.35,0.1384,0.0292,0.045,0.07780000000000001,0.20440000000000003,145.47,0.0048,165887.0
F,41220000000.0,8.31,7.85,,0.23,0.97,1.17,4.43,-0.4301,0.2594,1.6263999999999998,-0.061900000000000004,0.0424,10.37,-0.006999999999999999,52555306.0
FANG,39700000000.0,8.31,10.3,,3.08,1.01,19.45,9.38,-0.17149999999999999,-0.039,0.6036,-0.0058,0.3465,135.9,-0.0029,739645.0
FAST,46860000000.0,40.75,34.07,4.72,6.16,12.7,202.18,53.96,0.0908,0.0992,0.0779,0.0864,0.0728,40.85,0.0033,1629889.0
FCX,55630000000.0,31.97,17.58,1.37,2.27,3.15,11.48,34.85,0.0851,0.37200000000000005,,0.23329999999999998,0.1404,38.73,0.0273,8656693.0
FDX,51970000000.0,13.62,10.83,1.63,0.59,1.95,9.98,15.15,0.019,0.1043,0.5332,0.08349999999999999,0.0513,216.91,-0.0087,621769.0
FE,24190000000.0,22.3,15.51,6.76,1.73,1.93,148.41,,-0.0384,0.0687,0.0159,0.033,0.0417,41.92,-0.0018,1474299.0
FERG,35450000000.0,21.95,17.91,3.78,1.19,6.47,43.49,26.07,-0.083,0.121,0.1282,0.0581,0.068,178.39,-0.0051,660892.0
FHN,10050000000.0,13.82,10.61,1.34,2.04,1.21,,10.03,0.0959,0.0984,-0.0031,0.1033,0.1859,19.81,0.0023,2341058.0
FI,88130000000.0,28.12,13.35,1.71,4.26,3.41,74.88,17.62,0.1604,0.1663,0.25780000000000003,0.16399999999999998,0.1583,158.96,-0.0148,3497089.0
FIS,41150000000.0,48.99,12.55,5.27,4.04,2.73,51.11,22.72,0.1005,0.0867,0.165,0.0929,0.0125,78.32,-0.0003,630854.0
FITB,24870000000.0,11.83,9.32,0.94,1.82,1.36,,7.61,0.1219,0.1344,-0.012,0.1261,0.0872,37.26,-0.0068000000000000005,1397232.0
FLEX,15400000000.0,19.54,12.6,2.26,0.6,3.12,6.73,14.44,0.1023,0.1213,0.6501,0.0866,0.015700000000000002,41.26,-0.0043,1078760.0
FLUT,42660000000.0,83.44,20.13,2.91,2.98,4.34,12.12,33.03,0.0883,0.5158,-0.3642,0.2865,0.42340000000000005,241.46,0.0138,509571.0
FNF,14840000000.0,13.35,8.19,0.82,1.13,1.88,,2.16,0.1404,0.24969999999999998,0.0394,0.1618,0.1288,54.02,0.0075,432324.0
FNV,32430000000.0,52.53,33.75,2.94,26.48,5.15,28.75,200.04,0.38780000000000003,0.1195,0.09380000000000001,0.17859999999999998,0.06709999999999999,168.34,0.0263,268707.0
FOX,23560000000.0,12.5,11.95,1.05,1.46,1.97,4.89,9.87,0.3042,-0.059000000000000004,0.0401,0.1186,0.0433,50.28,-0.0045000000000000005,313326.0
FOXA,23570000000.0,13.62,13.01,1.15,1.46,2.14,4.9,9.88,0.3042,-0.059000000000000004,0.0401,0.1186,0.0433,54.76,-0.0039000000000000003,1209597.0
FSLR,17280000000.0,13.7,7.2,0.43,4.06,2.11,19.4,,0.2584,0.4789,,0.31829999999999997,0.0788,161.14,0.030600000000000002,2228636.0
FTAI,11660000000.0,557.23,16.84,,6.06,412.65,104.02,,15.7946,0.4263,,,0.3617,113.73,0.0070999999999999995,399283.0
FTI,12420000000.0,15.64,11.82,0.91,1.34,4.04,10.4,10.03,0.1344,0.2137,,0.1728,-0.0329,29.63,0.0023,1050580.0
FTNT,78850000000.0,42.4,37.19,4.26,12.84,40.37,16.49,38.14,0.042800000000000005,0.1207,0.4292,0.09960000000000001,0.2266,103.01,-0.0058,1705647.0
FTV,23760000000.0,30.7,16.47,4.77,3.84,2.32,26.64,17.08,-0.0009,0.0922,0.0368,0.0644,0.0653,69.92,-0.0033,1088660.0
FUTU,10600000000.0,22.44,13.81,1.05,6.09,3.5,5.84,,0.3066,0.17620000000000002,0.9525,0.2144,0.8069,111.88,0.0039000000000000003,786648.0
FWONK,30830000000.0,,51.39,,8.78,3.27,10.88,41.83,13.4038,0.2347,0.37829999999999997,,0.2045,97.16,-0.0005,214969.0
GAP,10820000000.0,13.04,11.52,2.09,0.72,3.29,4.18,10.41,0.0596,0.0698,0.1881,0.062400000000000004,-0.0092,28.72,-0.0059,4681209.0
GD,73740000000.0,19.07,16.44,1.93,1.5,3.32,59.37,22.06,0.0964,0.11800000000000001,0.026099999999999998,0.09880000000000001,0.0408,274.74,-0.0083,308437.0
GDDY,26220000000.0,35.33,24.88,3.06,5.63,131.25,36.45,19.15,-0.0632,0.22390000000000002,0.5361,0.1153,0.08960000000000001,184.03,0.0003,292079.0
GE,248490000000.0,36.34,35.93,2.05,6.26,12.91,18.54,56.37,0.2086,0.16649999999999998,0.9419,0.1776,-0.1475,233.02,0.011899999999999999,2179634.0
GEHC,31480000000.0,14.46,14.96,2.75,1.59,3.43,12.73,22.91,-0.1008,0.13849999999999998,0.053099999999999994,0.0526,0.034300000000000004,68.76,-0.0098,1029084.0
GEN,17160000000.0,26.86,9.87,2.15,4.36,7.52,17.06,14.23,0.12710000000000002,0.1209,0.0288,0.1252,0.0977,27.67,-0.0033,1867581.0
GEV,127680000000.0,66.76,41.88,,3.57,14.83,15.75,38.27,11.496300000000002,0.6112,,,0.0235,467.8,0.0196,2064954.0
GFI,20680000000.0,17.01,7.95,0.76,4.03,3.98,24.04,26.49,0.8438,0.1501,0.48090000000000005,0.2242,0.1234,23.1,0.0483,1700064.0
GFL,18000000000.0,,82.18,,3.28,3.22,48.21,109.86,-0.4202,0.7526999999999999,-0.0726,0.1393,0.1841,49.07,0.0058,288623.0
GFS,20140000000.0,,16.55,,2.97,1.83,7.0,20.76,0.0374,0.3599,0.1883,0.2039,0.0496,36.42,-0.028300000000000002,484201.0
GILD,133400000000.0,22.55,12.58,0.87,4.65,6.97,14.61,13.55,0.7301000000000001,0.0663,-0.38130000000000003,0.2581,0.053,107.24,0.004699999999999999,2305085.0
GIS,29110000000.0,11.67,13.22,,1.48,3.14,55.84,11.75,-0.0727,-0.040999999999999995,0.0824,-0.025,0.0335,53.15,-0.0034999999999999996,1869878.0
GLPI,12690000000.0,16.35,14.81,3.71,8.18,3.01,75.15,12.51,0.0098,0.0762,0.0962,0.0441,0.058899999999999994,46.18,0.0033,395519.0
GLW,41460000000.0,92.63,17.88,6.34,3.05,3.66,30.51,38.64,0.2009,0.1501,-0.1142,0.146,0.0332,48.41,-0.0029,1551017.0
GM,46990000000.0,7.04,5.26,,0.25,0.73,1.54,,-0.1391,0.0189,0.0684,-0.0016,0.0701,48.88,-0.008100000000000001,2327480.0
GMAB,12720000000.0,11.74,11.57,1.34,3.94,2.48,3.94,10.92,-0.1048,0.18420000000000003,0.2801,0.08779999999999999,0.35729999999999995,20.69,-0.0159,582319.0
GME,14420000000.0,121.39,68.6,9.7,3.77,2.92,3.02,111.27,0.4242,0.0,,0.1251,-0.0862,32.24,0.0447,20818869.0
GOOG,2066750000000.0,19.06,16.85,1.47,5.75,6.02,21.68,27.6,0.1894,0.0604,0.2676,0.1293,0.17300000000000001,170.92,-0.0062,13770410.0
GOOGL,2065389999999.9998,18.92,16.74,1.47,5.75,5.97,21.67,27.58,0.1895,0.0603,0.2676,0.1291,0.17300000000000001,169.71,-0.0068000000000000005,20953934.0
GPC,17510000000.0,20.72,14.69,4.22,0.74,3.93,41.64,54.61,-0.0455,0.10279999999999999,0.0851,0.049100000000000005,0.0636,126.15,-0.0058,304503.0
GPN,18150000000.0,12.01,5.46,1.18,1.8,0.82,5.76,6.02,0.0472,0.1267,0.233,0.1015,0.16699999999999998,74.41,-0.0174,635304.0
GRAB,20330000000.0,1039.58,44.35,,6.97,3.18,3.46,19.89,2.8164999999999996,1.0646,0.5171,,0.7898000000000001,4.99,0.006,8522100.0
GRMN,38720000000.0,26.49,23.89,3.76,6.0,4.74,14.48,31.8,0.0662,0.0684,0.07919999999999999,0.0705,0.11199999999999999,201.1,-0.0024,237803.0
GS,184170000000.0,13.93,11.97,1.27,1.47,1.69,,3.46,0.1069,0.1173,0.14029999999999998,0.1099,0.2029,600.22,0.0033,852233.0
GSK,78600000000.0,20.14,8.02,2.24,1.95,4.34,13.58,12.4,0.0874,0.1158,-0.11630000000000001,0.09,-0.0074,38.79,-0.0032,1834636.0
H,12210000000.0,16.58,38.64,4.23,1.83,3.53,6.76,31.8,-0.31,0.31079999999999997,0.1192,0.0392,0.1839,127.91,0.0029,185478.0
HAL,17059999999.999998,8.32,7.46,415.76,0.76,1.65,9.46,7.29,-0.1925,0.1025,,0.0002,0.0323,19.85,-0.005699999999999999,4068540.0
HBAN,22400000000.0,11.85,9.74,0.91,1.87,1.21,,11.56,0.1757,0.10039999999999999,-0.0074,0.1303,0.17579999999999998,15.38,-0.0036,15631803.0
HCA,90550000000.0,16.73,13.43,1.29,1.26,,77.6,18.3,0.1525,0.10769999999999999,0.1693,0.1292,0.0669,376.41,-0.0006,446421.0
HD,361230000000.0,24.66,22.29,4.85,2.22,54.41,263.86,23.77,-0.0152,0.0866,0.0779,0.0508,0.07980000000000001,363.43,-0.0074,1149504.0
HDB,188870000000.0,22.58,18.52,1.66,3.39,3.22,,,0.1079,0.1625,0.0929,0.1364,0.2523,73.99,0.0175,847294.0
HES,40440000000.0,18.11,15.64,1.59,3.24,3.51,30.54,36.27,-0.3907,0.4177,,0.1142,0.2309,130.75,0.005600000000000001,700521.0
HIG,36640000000.0,12.85,9.97,1.08,1.36,2.23,,6.47,0.0739,0.1698,0.1284,0.1193,0.0516,128.95,-0.0008,683579.0
HIMS,12170000000.0,79.16,56.42,2.25,6.82,22.14,37.73,51.74,0.2457,0.46,0.1722,0.3515,0.6228,54.38,0.0161,17456913.0
HLN,50270000000.0,27.75,20.56,3.0,3.5,2.49,17.84,22.05,0.0987,0.0911,0.174,0.0925,0.059699999999999996,11.15,0.0077,14052300.0
HLT,58320000000.0,38.7,27.19,2.87,5.16,,72.26,28.87,0.1116,0.1402,0.15109999999999998,0.1348,0.11470000000000001,245.34,-0.0053,442614.0
HMC,42620000000.0,8.42,6.09,0.7,0.3,0.52,1.41,,0.16829999999999998,0.1268,0.0803,0.1195,0.01,29.42,-0.0034000000000000002,185944.0
HOLX,12020000000.0,22.78,11.95,3.29,2.99,2.6,7.42,12.08,0.0268,0.07780000000000001,,0.0692,0.061,53.95,-0.0098,645847.0
HON,142840000000.0,25.53,19.55,3.3,3.64,8.18,14.2,28.21,0.0545,0.09,0.0069,0.0774,0.0116,222.26,-0.0060999999999999995,1181712.0
HOOD,56220000000.0,36.36,40.54,7.29,17.15,7.09,12.49,,-0.17,0.2138,,0.0499,0.8128,63.71,-0.016399999999999998,19051069.0
HPE,22810000000.0,8.59,8.42,1.67,0.73,0.9,1.65,13.84,-0.0964,0.1471,0.1999,0.0516,0.0087,17.36,-0.0106,4768973.0
HPQ,26310000000.0,10.03,7.2,1.97,0.49,,9.09,8.06,0.069,0.07339999999999999,0.0629,0.0509,-0.0151,27.91,-0.0207,3910148.0
HRL,16149999999.999998,21.32,16.41,3.21,1.36,2.01,18.64,18.13,0.0137,0.11710000000000001,-0.039599999999999996,0.0665,0.0495,29.36,-0.0029,1117768.0
HSBC,209040000000.0,10.99,8.59,2.25,1.47,1.1,,,0.0077,0.0461,0.3335,0.0489,0.11869999999999999,59.33,-0.0013,1042562.0
HST,10220000000.0,15.27,18.27,,1.76,1.54,23.87,12.24,-0.24050000000000002,0.0723,-0.046799999999999994,-0.0481,0.1861,14.73,-0.0069,3056736.0
HSY,31190000000.0,18.99,24.01,,2.9,6.66,20.58,17.13,-0.35810000000000003,0.0662,0.14880000000000002,-0.0759,0.07150000000000001,153.94,0.0005,908219.0
HTHT,11250000000.0,26.2,16.61,1.82,3.38,8.04,7.43,12.72,0.1707,0.1575,0.07490000000000001,0.1438,0.1732,36.5,0.029500000000000002,1032998.0
HUM,27080000000.0,15.86,15.27,1.46,0.23,1.53,,11.37,0.0092,-0.102,-0.1305,0.1084,0.12710000000000002,224.34,-0.0123,836491.0
HWM,66760000000.00001,53.93,39.98,2.46,8.85,14.11,124.33,65.71,0.2973,0.18530000000000002,0.2224,0.2192,0.023399999999999997,165.39,0.0146,698134.0
IBKR,87790000000.0,28.67,26.72,3.98,9.21,5.03,1.22,6.68,0.045899999999999996,0.057300000000000004,0.2701,0.07200000000000001,0.3233,207.74,0.0049,323495.0
IBM,240980000000.0,44.6,22.3,7.08,3.84,8.97,13.7,19.13,0.0584,0.0635,-0.0946,0.063,-0.030699999999999998,259.29,0.0036,1513815.0
IBN,122570000000.0,20.88,17.98,1.72,3.52,3.55,,,0.0771,0.1402,0.3261,0.1216,0.1094,34.38,0.0179,3111956.0
ICE,101130000000.0,36.51,23.04,3.11,8.94,3.62,38.38,24.47,0.1376,0.10800000000000001,0.0692,0.1173,0.1343,176.3,0.0132,1123976.0
ICLR,10320000000.0,13.91,8.91,3.44,1.26,1.07,19.6,9.9,-0.0527,0.0817,0.0654,0.0404,0.2875,127.84,0.0067,541022.0
IFF,19170000000.0,,16.54,,1.68,1.45,31.27,33.69,-0.0149,0.0673,-0.24989999999999998,0.0499,0.2544,74.95,-0.0102,436409.0
ILMN,12640000000.0,,17.03,,2.92,5.36,10.22,14.43,0.0195,0.10619999999999999,,0.0873,0.0555,79.87,-0.0083,743353.0
INCY,12440000000.0,198.78,9.56,2.02,2.82,3.39,5.16,41.08,4.2654000000000005,0.1859,-0.4036,0.9819,0.1456,64.25,-0.0040999999999999995,363046.0
INFY,75500000000.0,23.89,21.06,3.26,3.92,6.72,16.18,18.02,0.0565,0.0837,0.0677,0.0732,0.0874,18.17,0.0075,5628101.0
ING,64440000000.0,,8.36,,2.65,1.15,,,0.0637,0.1565,0.0928,0.1226,0.1759,21.12,-0.0138,1619955.0
